USER_ID,feat1,feat2,feat3,feat4,feat5,ITEM_ID
user_774,4,4,1,4,1,item_0
user_775,9,4,5,5,8,item_2
user_776,8,4,6,10,9,item_0
user_777,2,10,9,3,1,item_0
user_778,7,6,3,10,5,item_0
user_779,9,8,6,8,2,item_2
user_780,6,3,2,7,1,item_2
user_781,5,1,7,3,10,item_0
user_782,2,8,10,3,4,item_2
user_783,6,10,8,6,3,item_2
user_784,1,8,9,6,7,item_0
user_785,8,7,8,2,2,item_2
user_786,7,3,4,6,10,item_2
user_787,6,8,7,2,9,item_0
user_788,8,6,9,2,7,item_2
user_789,6,10,3,7,3,item_0
user_790,10,9,3,8,2,item_0
user_791,10,1,9,4,8,item_2
user_792,3,6,10,6,2,item_2
user_793,2,7,7,4,8,item_0
user_794,6,3,3,10,7,item_2
user_795,10,6,2,7,9,item_2
user_796,2,9,2,5,5,item_0
user_797,5,2,8,1,5,item_0
user_798,2,8,4,7,5,item_0
user_799,1,6,8,1,4,item_2
user_800,9,1,9,7,8,item_0
user_801,10,5,6,8,5,item_2
user_802,7,3,3,3,5,item_0
user_803,7,9,3,5,2,item_2
user_804,2,1,1,7,5,item_0
user_805,6,10,5,4,10,item_3
user_806,10,1,3,10,8,item_0
user_807,6,4,8,5,4,item_0
user_808,5,6,9,5,6,item_2
user_809,10,9,7,6,8,item_0
user_810,10,5,9,10,5,item_2
user_811,6,4,9,1,10,item_0
user_812,10,9,7,10,6,item_0
user_813,10,5,6,1,4,item_2
user_814,2,7,3,9,3,item_2
user_815,10,8,1,3,7,item_1
user_816,8,5,2,9,6,item_0
user_817,6,5,4,6,9,item_2
user_818,10,6,1,2,10,item_2
user_819,2,7,2,10,9,item_2
user_820,10,6,6,3,6,item_0
user_821,8,9,2,2,1,item_2
user_822,6,9,3,8,8,item_2
user_823,3,7,6,7,2,item_1
user_824,3,7,6,10,7,item_2
user_825,10,1,3,5,3,item_2
user_826,1,8,1,3,4,item_2
user_827,4,5,4,4,9,item_2
user_828,2,2,3,7,6,item_2
user_829,6,4,4,6,8,item_3
user_830,3,1,6,8,5,item_0
user_831,4,3,10,3,2,item_0
user_832,5,8,1,3,8,item_2
user_833,7,2,7,8,7,item_0
user_834,7,2,10,10,1,item_2
user_835,2,4,2,10,5,item_0
user_836,3,10,9,8,2,item_0
user_837,5,5,2,1,10,item_0
user_838,9,6,9,1,3,item_1
user_839,10,1,6,9,2,item_0
user_840,1,4,2,5,6,item_1
user_841,3,2,1,1,4,item_2
user_842,7,5,9,10,5,item_2
user_843,10,2,7,7,7,item_0
user_844,3,8,6,5,7,item_0
user_845,1,9,8,10,8,item_2
user_846,2,9,5,4,6,item_3
user_847,5,9,3,6,8,item_2
user_848,1,5,6,9,10,item_2
user_849,10,1,5,6,7,item_0
user_850,9,9,5,4,9,item_2
user_851,1,4,5,5,7,item_0
user_852,9,10,7,2,4,item_0
user_853,9,9,8,3,9,item_2
user_854,5,6,2,7,1,item_2
user_855,9,3,5,2,1,item_0
user_856,3,10,5,5,5,item_0
user_857,4,2,3,5,5,item_0
user_858,1,5,4,3,10,item_0
user_859,1,7,8,7,3,item_2
user_860,9,10,10,10,9,item_0
user_861,9,8,7,8,2,item_2
user_862,6,8,10,6,7,item_0
user_863,1,5,5,7,8,item_0
user_864,2,3,1,8,5,item_0
user_865,8,5,5,10,2,item_1
user_866,4,3,10,2,2,item_0
user_867,7,7,7,6,9,item_0
user_868,9,1,10,7,5,item_0
user_869,9,2,9,2,8,item_2
user_870,1,9,2,3,7,item_2
user_871,4,7,8,7,9,item_2
user_872,5,10,8,4,5,item_0
user_873,1,5,3,4,2,item_0
user_874,2,3,7,9,5,item_0
user_875,8,2,7,10,6,item_0
user_876,7,10,8,4,7,item_2
user_877,7,6,7,7,2,item_2
user_878,7,7,5,1,9,item_0
user_879,7,4,5,6,3,item_0
user_880,7,5,5,7,7,item_0
user_881,6,8,10,1,7,item_2
user_882,2,2,6,8,4,item_0
user_883,5,9,7,5,8,item_0
user_884,3,4,7,1,2,item_3
user_885,9,3,5,8,7,item_0
user_886,2,6,5,5,7,item_0
user_887,10,7,9,7,1,item_0
user_888,5,9,8,4,4,item_0
user_889,6,7,8,9,10,item_0
user_890,7,1,8,5,1,item_0
user_891,7,10,4,6,1,item_0
user_892,8,4,5,3,6,item_2
user_893,5,3,4,10,3,item_2
user_894,9,6,8,6,1,item_2
user_895,3,3,7,8,8,item_0
user_896,2,4,7,5,1,item_2
user_897,4,5,7,5,5,item_0
user_898,3,9,4,8,3,item_3
user_899,6,4,4,2,1,item_2
user_900,3,7,8,8,9,item_1
user_901,10,7,10,6,10,item_0
user_902,6,7,4,9,2,item_0
user_903,2,9,1,3,8,item_0
user_904,2,10,7,2,2,item_2
user_905,1,8,6,5,3,item_2
user_906,3,8,6,2,7,item_0
user_907,5,3,5,7,10,item_2
user_908,5,1,10,1,3,item_0
user_909,4,9,7,9,7,item_0
user_910,5,4,4,9,2,item_0
user_911,10,2,8,4,10,item_2
user_912,1,5,1,4,4,item_0
user_913,5,1,10,6,2,item_2
user_914,6,5,1,2,4,item_0
user_915,5,2,4,4,10,item_0
user_916,10,8,5,2,9,item_2
user_917,6,6,6,7,6,item_0
user_918,9,5,10,6,3,item_0
user_919,8,1,2,1,7,item_0
user_920,2,8,3,4,2,item_0
user_921,7,2,1,7,2,item_2
user_922,1,4,7,8,4,item_2
user_923,2,4,7,4,6,item_0
user_924,6,3,8,9,4,item_0
user_925,4,9,8,5,7,item_1
user_926,10,4,5,9,10,item_2
user_927,1,4,9,9,5,item_1
user_928,8,10,9,9,6,item_1
user_929,3,1,8,8,6,item_3
user_930,4,3,9,3,6,item_0
user_931,10,8,4,8,4,item_0
user_932,3,3,5,3,8,item_0
user_933,2,4,1,1,3,item_0
user_934,10,3,1,3,9,item_0
user_935,9,4,2,10,6,item_3
user_936,8,6,2,2,3,item_1
user_937,10,9,4,8,10,item_0
user_938,8,1,5,4,10,item_0
user_939,8,7,1,8,7,item_0
user_940,4,10,5,3,7,item_0
user_941,3,4,1,6,8,item_0
user_942,1,1,6,6,2,item_0
user_943,6,6,8,6,2,item_0
user_944,9,1,7,2,8,item_0
user_945,6,4,9,1,5,item_0
user_946,5,7,1,1,10,item_0
user_947,3,2,2,2,1,item_0
user_948,3,4,5,1,2,item_0
user_949,8,9,2,10,6,item_0
user_950,9,10,3,1,9,item_1
user_951,1,5,8,9,2,item_0
user_952,7,6,4,4,5,item_0
user_953,10,6,2,6,9,item_0
user_954,10,3,9,8,7,item_2
user_955,10,10,9,9,6,item_0
user_956,10,1,1,8,2,item_2
user_957,6,2,7,2,3,item_0
user_958,9,2,8,8,9,item_0
user_959,6,8,6,6,3,item_2
user_960,10,3,6,2,10,item_0
user_961,5,10,8,10,6,item_2
user_962,2,7,8,4,4,item_0
user_963,7,9,8,9,9,item_0
user_964,2,2,1,1,4,item_0
user_965,1,10,6,4,5,item_2
user_966,2,9,2,9,9,item_2
user_967,3,9,1,6,7,item_2
user_968,8,6,7,2,1,item_0
user_969,9,4,6,3,3,item_2
user_970,1,9,1,9,5,item_2
user_971,5,5,9,5,10,item_2
user_972,2,7,9,3,3,item_2
user_973,1,6,1,2,5,item_0
user_974,1,10,7,6,9,item_0
user_975,3,2,10,2,9,item_0
user_976,6,10,4,3,8,item_2
user_977,1,3,4,9,10,item_0
user_978,4,10,7,5,5,item_2
user_979,6,10,8,6,2,item_0
user_980,4,7,9,6,10,item_2
user_981,2,7,2,10,5,item_2
user_982,9,4,6,2,8,item_2
user_983,8,6,2,1,3,item_2
user_984,3,5,4,6,8,item_3
user_985,1,10,8,7,5,item_0
user_986,3,9,5,9,4,item_2
user_987,5,1,8,9,2,item_2
user_988,10,7,4,4,9,item_3
user_989,10,5,2,10,1,item_0
user_990,10,9,6,1,8,item_2
user_991,8,2,6,5,6,item_0
user_992,10,8,8,8,6,item_0
user_993,7,10,8,1,3,item_0
user_994,1,7,8,8,2,item_2
user_995,6,2,2,6,6,item_0
user_996,2,8,9,8,5,item_0
user_997,10,8,8,1,3,item_1
user_998,8,6,1,6,7,item_2
user_999,1,9,6,1,2,item_1
user_1000,9,2,4,7,1,item_0
user_1001,6,8,3,10,6,item_2
user_1002,9,1,8,9,8,item_2
user_1003,7,2,5,7,5,item_0
user_1004,6,7,1,2,6,item_0
user_1005,5,1,10,6,3,item_2
user_1006,5,10,6,5,9,item_0
user_1007,2,1,9,6,4,item_2
user_1008,2,10,5,3,1,item_0
user_1009,7,3,1,2,9,item_1
user_1010,5,2,9,3,6,item_0
user_1011,8,3,9,2,4,item_0
user_1012,9,1,6,8,5,item_0
user_1013,5,5,3,2,10,item_2
user_1014,10,3,8,3,3,item_2
user_1015,2,4,7,3,4,item_0
user_1016,1,9,8,8,3,item_2
user_1017,8,9,9,1,7,item_0
user_1018,6,7,1,9,7,item_0
user_1019,9,4,6,10,6,item_0
user_1020,7,9,1,4,5,item_2
user_1021,4,2,5,8,4,item_2
user_1022,3,10,9,4,3,item_0
user_1023,10,10,7,1,3,item_3
user_1024,4,7,10,1,10,item_0
user_1025,10,1,10,5,10,item_3
user_1026,3,8,1,7,4,item_0
user_1027,1,1,2,4,5,item_2
user_1028,8,3,4,6,6,item_0
user_1029,2,1,3,2,10,item_2
user_1030,9,10,9,8,10,item_2
user_1031,8,1,2,5,9,item_2
user_1032,7,3,8,10,9,item_0
user_1033,1,8,7,8,8,item_2
user_1034,5,7,7,8,4,item_0
user_1035,7,2,4,7,4,item_0
user_1036,5,6,8,1,10,item_0
user_1037,7,4,10,5,10,item_1
user_1038,7,6,2,10,9,item_0
user_1039,3,4,4,4,1,item_0
user_1040,10,3,2,6,8,item_1
user_1041,4,2,8,1,2,item_2
user_1042,6,1,4,9,4,item_0
user_1043,10,5,10,4,2,item_0
user_1044,2,6,9,2,5,item_2
user_1045,4,6,10,9,2,item_2
user_1046,2,8,2,2,1,item_0
user_1047,10,7,3,4,3,item_0
user_1048,1,6,6,5,7,item_0
user_1049,3,1,4,9,7,item_2
user_1050,5,4,3,9,2,item_0
user_1051,5,8,3,1,7,item_3
user_1052,3,2,6,10,9,item_0
user_1053,6,2,5,9,7,item_0
user_1054,7,3,2,2,1,item_0
user_1055,7,7,3,3,9,item_2
user_1056,7,10,10,2,1,item_2
user_1057,1,2,3,4,2,item_0
user_1058,5,3,1,4,4,item_2
user_1059,1,1,1,4,9,item_2
user_1060,7,2,1,2,7,item_2
user_1061,1,8,6,5,1,item_2
user_1062,3,7,3,1,5,item_2
user_1063,9,3,9,1,3,item_2
user_1064,3,7,5,4,8,item_2
user_1065,4,2,7,5,1,item_0
user_1066,2,8,4,5,9,item_2
user_1067,1,5,2,6,3,item_2
user_1068,10,3,6,4,6,item_0
user_1069,9,3,3,9,8,item_3
user_1070,8,5,9,10,6,item_2
user_1071,2,7,10,1,7,item_0
user_1072,1,2,4,10,4,item_0
user_1073,1,8,9,3,4,item_2
user_1074,9,10,9,4,3,item_2
user_1075,9,3,2,6,4,item_0
user_1076,8,3,8,6,2,item_2
user_1077,6,6,10,2,3,item_2
user_1078,9,8,2,4,6,item_2
user_1079,9,1,9,8,7,item_2
user_1080,10,1,5,4,6,item_0
user_1081,7,1,3,2,8,item_0
user_1082,3,10,1,2,3,item_2
user_1083,5,1,9,5,2,item_2
user_1084,7,10,7,8,3,item_2
user_1085,7,6,4,2,5,item_0
user_1086,4,5,5,7,4,item_2
user_1087,5,6,2,9,7,item_0
user_1088,1,2,10,2,4,item_0
user_1089,9,1,5,3,9,item_2
user_1090,6,9,6,8,5,item_3
user_1091,4,8,3,4,5,item_0
user_1092,1,4,7,8,2,item_2
user_1093,1,9,9,9,4,item_2
user_1094,8,5,7,9,7,item_2
user_1095,8,9,8,2,6,item_0
user_1096,6,3,3,5,9,item_0
user_1097,7,2,10,10,3,item_0
user_1098,1,4,10,8,4,item_2
user_1099,1,5,9,3,6,item_2
user_1100,3,3,7,10,5,item_2
user_1101,5,4,4,10,5,item_0
user_1102,10,1,6,3,5,item_2
user_1103,7,5,9,7,9,item_2
user_1104,10,4,3,7,10,item_0
user_1105,1,2,1,1,5,item_2
user_1106,6,6,4,1,6,item_0
user_1107,3,2,2,2,5,item_1
user_1108,1,7,1,2,1,item_0
user_1109,1,1,4,4,10,item_2
user_1110,10,5,3,3,6,item_0
user_1111,9,5,2,5,7,item_2
user_1112,2,5,6,6,5,item_0
user_1113,2,8,7,7,9,item_0
user_1114,10,4,9,6,3,item_2
user_1115,2,6,3,5,7,item_2
user_1116,6,8,2,7,2,item_0
user_1117,2,1,7,10,6,item_0
user_1118,4,6,5,2,10,item_0
user_1119,2,9,6,3,1,item_0
user_1120,2,2,8,10,5,item_0
user_1121,6,7,9,9,6,item_2
user_1122,1,5,3,4,9,item_0
user_1123,2,10,3,8,1,item_2
user_1124,7,2,5,3,9,item_2
user_1125,1,9,10,9,2,item_2
user_1126,5,6,6,4,5,item_2
user_1127,4,1,8,1,10,item_2
user_1128,8,2,6,7,10,item_2
user_1129,3,4,2,8,3,item_0
user_1130,1,9,10,6,5,item_0
user_1131,2,4,5,9,1,item_0
user_1132,7,10,2,5,1,item_0
user_1133,3,4,6,10,5,item_0
user_1134,2,1,1,4,8,item_0
user_1135,6,4,6,6,3,item_2
user_1136,5,9,2,2,5,item_0
user_1137,2,2,2,5,9,item_0
user_1138,7,1,6,1,1,item_2
user_1139,5,2,4,8,1,item_2
user_1140,5,6,9,4,9,item_2
user_1141,2,7,4,10,2,item_0
user_1142,7,6,5,8,2,item_0
user_1143,3,4,1,7,2,item_0
user_1144,3,4,5,7,1,item_0
user_1145,8,6,4,5,5,item_3
user_1146,2,3,3,8,9,item_0
user_1147,2,2,3,8,8,item_2
user_1148,4,4,2,1,4,item_0
user_1149,3,6,10,2,5,item_0
user_1150,7,7,4,5,3,item_0
user_1151,6,8,5,4,7,item_0
user_1152,7,5,9,9,1,item_0
user_1153,5,9,6,6,3,item_0
user_1154,10,3,3,4,10,item_2
user_1155,5,10,9,5,10,item_1
user_1156,5,4,9,5,3,item_0
user_1157,5,8,1,5,5,item_2
user_1158,6,4,5,5,4,item_2
user_1159,6,1,6,10,10,item_0
user_1160,4,8,8,10,1,item_2
user_1161,5,3,5,10,9,item_2
user_1162,4,10,9,2,10,item_2
user_1163,1,8,10,10,2,item_0
user_1164,5,3,4,4,1,item_2
user_1165,3,3,5,4,5,item_2
user_1166,2,9,10,4,8,item_3
user_1167,10,10,6,9,5,item_2
user_1168,2,7,9,10,2,item_2
user_1169,10,9,6,3,10,item_0
user_1170,10,9,4,2,10,item_2
user_1171,2,3,4,1,9,item_0
user_1172,5,1,4,3,6,item_0
user_1173,8,6,6,1,3,item_2
user_1174,10,5,7,10,10,item_2
user_1175,2,8,1,9,8,item_0
user_1176,6,2,4,8,5,item_2
user_1177,9,3,7,4,3,item_0
user_1178,10,7,2,7,9,item_0
user_1179,8,10,5,10,8,item_0
user_1180,10,9,3,1,8,item_2
user_1181,5,2,8,9,4,item_1
user_1182,2,3,7,3,7,item_0
user_1183,4,9,3,8,5,item_0
user_1184,4,3,8,10,6,item_3
user_1185,9,5,8,7,10,item_0
user_1186,3,5,1,6,5,item_2
user_1187,3,3,6,8,3,item_3
user_1188,8,5,7,3,4,item_0
user_1189,6,5,1,2,5,item_0
user_1190,7,6,5,3,4,item_0
user_1191,4,1,9,3,1,item_0
user_1192,9,2,5,2,5,item_2
user_1193,6,7,8,5,4,item_2
user_1194,5,9,9,4,4,item_0
user_1195,5,3,2,6,6,item_2
user_1196,8,7,6,7,6,item_0
user_1197,8,1,5,7,8,item_0
user_1198,5,8,10,8,5,item_1
user_1199,8,10,8,4,1,item_0
user_1200,8,2,5,10,8,item_2
user_1201,8,7,5,3,4,item_0
user_1202,2,6,7,9,10,item_0
user_1203,1,2,7,8,4,item_0
user_1204,9,7,5,5,3,item_0
user_1205,4,9,5,5,6,item_2
user_1206,1,7,2,1,6,item_2
user_1207,8,4,9,8,4,item_2
user_1208,10,10,9,10,5,item_2
user_1209,10,9,6,9,7,item_2
user_1210,6,6,4,4,5,item_2
user_1211,9,1,9,4,9,item_2
user_1212,4,8,9,5,8,item_2
user_1213,1,4,9,10,3,item_0
user_1214,6,1,9,6,7,item_0
user_1215,2,1,2,6,8,item_2
user_1216,6,9,5,6,5,item_0
user_1217,3,9,6,5,5,item_2
user_1218,4,2,9,7,8,item_0
user_1219,7,5,6,10,1,item_0
user_1220,10,8,8,1,10,item_0
user_1221,2,7,8,10,8,item_0
user_1222,9,10,1,6,4,item_2
user_1223,3,1,2,6,9,item_0
user_1224,2,3,8,3,2,item_0
user_1225,2,5,5,5,6,item_0
user_1226,3,5,9,10,1,item_0
user_1227,7,5,8,4,6,item_0
user_1228,9,3,1,1,4,item_0
user_1229,4,5,10,4,8,item_0
user_1230,5,1,4,9,3,item_0
user_1231,7,9,8,2,3,item_0
user_1232,7,3,9,4,2,item_0
user_1233,3,3,1,4,6,item_0
user_1234,3,5,3,8,3,item_0
user_1235,8,2,1,8,8,item_2
user_1236,8,4,1,3,7,item_0
user_1237,8,4,9,2,6,item_0
user_1238,3,7,2,3,7,item_2
user_1239,6,7,5,1,1,item_2
user_1240,4,10,3,4,6,item_2
user_1241,1,7,6,4,10,item_0
user_1242,2,7,6,3,10,item_0
user_1243,5,10,9,7,4,item_2
user_1244,8,1,9,1,6,item_2
user_1245,1,1,8,5,2,item_2
user_1246,7,4,4,3,5,item_0
user_1247,4,1,3,4,8,item_0
user_1248,1,2,7,10,7,item_0
user_1249,7,10,9,8,9,item_2
user_1250,5,9,9,4,5,item_0
user_1251,5,3,1,10,4,item_0
user_1252,7,1,4,10,3,item_2
user_1253,9,10,1,5,1,item_2
user_1254,10,3,8,1,4,item_0
user_1255,6,4,2,8,8,item_0
user_1256,7,2,9,1,9,item_3
user_1257,2,10,6,6,8,item_2
user_1258,8,2,8,7,5,item_2
user_1259,1,5,3,1,7,item_0
user_1260,6,8,2,3,3,item_2
user_1261,3,2,4,4,1,item_2
user_1262,3,2,1,5,3,item_0
user_1263,1,7,4,1,8,item_1
user_1264,3,10,4,10,3,item_2
user_1265,3,9,8,5,3,item_0
user_1266,7,6,2,6,9,item_2
user_1267,10,3,4,5,1,item_0
user_1268,1,7,4,9,6,item_2
user_1269,9,3,10,7,9,item_0
user_1270,9,10,4,8,3,item_0
user_1271,4,8,8,9,5,item_0
user_1272,1,6,7,8,8,item_2
user_1273,8,7,10,10,5,item_0
user_1274,1,7,1,2,1,item_0
user_1275,4,10,5,9,6,item_0
user_1276,4,2,5,1,9,item_2
user_1277,3,4,2,9,8,item_0
user_1278,7,8,2,6,1,item_0
user_1279,5,6,10,5,8,item_0
user_1280,7,10,3,2,3,item_3
user_1281,6,6,8,9,1,item_0
user_1282,5,6,10,7,8,item_0
user_1283,8,7,6,8,4,item_2
user_1284,2,6,6,3,5,item_0
user_1285,5,5,3,3,9,item_0
user_1286,10,8,10,6,9,item_0
user_1287,5,10,2,6,4,item_0
user_1288,8,10,8,5,10,item_2
user_1289,2,6,1,9,5,item_0
user_1290,4,8,5,1,8,item_0
user_1291,3,4,9,8,5,item_0
user_1292,7,9,4,6,4,item_2
user_1293,3,10,2,1,6,item_0
user_1294,2,7,6,5,4,item_2
user_1295,8,8,10,3,3,item_0
user_1296,3,5,7,5,6,item_0
user_1297,9,9,5,8,6,item_1
user_1298,6,8,4,10,3,item_2
user_1299,3,3,6,9,8,item_1
user_1300,8,5,3,7,2,item_2
user_1301,7,9,8,1,4,item_0
user_1302,7,6,3,10,10,item_2
user_1303,5,2,9,1,4,item_0
user_1304,4,5,4,6,3,item_0
user_1305,2,5,5,1,3,item_0
user_1306,3,10,2,10,3,item_2
user_1307,9,4,9,5,8,item_2
user_1308,6,7,6,8,5,item_0
user_1309,2,3,5,10,9,item_2
user_1310,10,7,4,3,3,item_0
user_1311,7,3,1,4,3,item_3
user_1312,10,4,7,1,8,item_2
user_1313,9,9,3,2,10,item_2
user_1314,10,4,7,1,6,item_0
user_1315,7,2,5,4,7,item_2
user_1316,7,6,10,9,7,item_0
user_1317,7,1,5,9,3,item_2
user_1318,6,4,10,1,2,item_2
user_1319,8,9,1,6,4,item_0
user_1320,2,3,2,5,9,item_0
user_1321,8,9,10,7,2,item_0
user_1322,1,3,3,5,4,item_0
user_1323,7,5,2,4,9,item_2
user_1324,2,10,1,1,7,item_2
user_1325,9,10,6,5,6,item_0
user_1326,3,2,2,3,4,item_0
user_1327,2,4,5,4,8,item_0
user_1328,7,9,4,8,2,item_2
user_1329,8,1,10,2,2,item_0
user_1330,2,2,7,5,6,item_3
user_1331,10,10,5,4,9,item_0
user_1332,4,3,4,7,2,item_0
user_1333,10,4,7,4,10,item_2
user_1334,7,5,2,7,6,item_2
user_1335,10,1,1,3,3,item_2
user_1336,9,1,5,8,8,item_2
user_1337,10,5,6,2,10,item_0
user_1338,3,3,1,6,10,item_1
user_1339,5,8,3,1,1,item_0
user_1340,7,10,6,8,3,item_0
user_1341,3,7,3,6,9,item_0
user_1342,5,3,2,8,3,item_3
user_1343,10,2,5,7,1,item_2
user_1344,3,10,1,2,7,item_0
user_1345,7,6,6,5,10,item_2
user_1346,1,1,4,10,9,item_0
user_1347,7,2,5,9,5,item_2
user_1348,5,3,10,1,2,item_0
user_1349,7,10,10,6,6,item_0
user_1350,2,3,10,2,6,item_2
user_1351,2,2,4,4,3,item_2
user_1352,3,2,5,8,8,item_2
user_1353,1,6,1,9,1,item_0
user_1354,3,4,6,5,4,item_1
user_1355,9,8,7,7,4,item_0
user_1356,3,5,10,2,10,item_0
user_1357,9,2,10,1,8,item_0
user_1358,3,4,5,3,8,item_0
user_1359,10,10,5,8,8,item_2
user_1360,9,8,7,2,8,item_0
user_1361,3,4,1,5,4,item_0
user_1362,8,8,7,5,9,item_0
user_1363,10,8,4,5,6,item_0
user_1364,3,3,3,10,3,item_2
user_1365,10,6,2,7,1,item_0
user_1366,7,9,10,6,5,item_0
user_1367,7,6,4,3,2,item_1
user_1368,6,7,6,2,3,item_0
user_1369,7,1,1,5,2,item_1
user_1370,2,3,9,2,6,item_0
user_1371,5,4,10,8,3,item_3
user_1372,3,6,4,7,10,item_2
user_1373,6,6,4,8,6,item_2
user_1374,7,5,4,4,5,item_0
user_1375,4,4,3,10,8,item_0
user_1376,1,7,1,10,9,item_0
user_1377,9,3,2,8,1,item_3
user_1378,7,1,9,6,10,item_0
user_1379,2,8,8,7,7,item_2
user_1380,6,9,2,6,8,item_3
user_1381,1,2,10,7,1,item_2
user_1382,8,7,4,1,10,item_0
user_1383,8,6,8,5,2,item_2
user_1384,10,3,8,3,6,item_2
user_1385,3,9,4,5,9,item_0
user_1386,5,9,3,8,3,item_0
user_1387,6,7,1,10,10,item_2
user_1388,5,3,4,2,10,item_2
user_1389,10,5,2,6,10,item_2
user_1390,8,7,5,2,7,item_0
user_1391,8,10,5,5,7,item_1
user_1392,5,5,1,3,7,item_0
user_1393,10,4,6,10,3,item_2
user_1394,3,4,3,5,3,item_2
user_1395,2,9,6,8,3,item_0
user_1396,8,4,9,10,5,item_0
user_1397,5,6,10,6,3,item_0
user_1398,9,7,5,4,9,item_0
user_1399,10,2,5,5,4,item_2
user_1400,2,4,9,5,1,item_2
user_1401,2,10,3,1,10,item_0
user_1402,2,5,5,6,8,item_2
user_1403,3,9,7,8,8,item_0
user_1404,3,5,1,1,1,item_0
user_1405,7,7,6,1,7,item_2
user_1406,9,4,8,5,9,item_0
user_1407,8,7,4,2,1,item_0
user_1408,9,7,3,6,6,item_3
user_1409,3,4,9,7,9,item_0
user_1410,10,9,10,7,2,item_2
user_1411,1,4,4,9,9,item_3
user_1412,8,10,3,6,4,item_2
user_1413,7,9,3,1,2,item_0
user_1414,3,9,1,10,4,item_0
user_1415,2,5,7,8,9,item_0
user_1416,1,1,5,6,6,item_0
user_1417,8,8,7,8,2,item_0
user_1418,4,2,4,10,4,item_1
user_1419,6,9,6,9,5,item_0
user_1420,4,5,7,9,7,item_0
user_1421,5,2,9,3,3,item_2
user_1422,1,4,5,1,8,item_3
user_1423,1,1,4,8,3,item_2
user_1424,3,9,10,6,10,item_0
user_1425,4,8,6,4,10,item_2
user_1426,10,4,9,8,2,item_0
user_1427,7,9,9,3,8,item_0
user_1428,7,3,2,2,1,item_0
user_1429,5,2,7,3,2,item_1
user_1430,2,4,6,8,4,item_2
user_1431,6,8,5,8,3,item_0
user_1432,8,10,1,1,7,item_2
user_1433,1,1,8,9,3,item_0
user_1434,7,3,5,7,5,item_0
user_1435,10,5,4,6,5,item_1
user_1436,5,2,5,7,7,item_0
user_1437,2,1,9,6,2,item_0
user_1438,4,1,10,8,9,item_0
user_1439,9,1,6,4,4,item_0
user_1440,1,1,9,10,3,item_0
user_1441,9,3,6,6,8,item_2
user_1442,1,3,10,2,9,item_2
user_1443,9,5,7,10,2,item_0
user_1444,5,10,3,3,3,item_3
user_1445,8,3,4,7,9,item_2
user_1446,1,10,3,7,3,item_0
user_1447,8,2,4,5,9,item_0
user_1448,6,5,1,1,1,item_1
user_1449,9,2,6,10,7,item_0
user_1450,6,7,3,6,8,item_2
user_1451,6,2,9,10,8,item_0
user_1452,6,5,9,3,9,item_2
user_1453,5,8,1,4,5,item_0
user_1454,3,7,4,4,2,item_0
user_1455,9,10,10,8,8,item_2
user_1456,9,8,3,10,1,item_0
user_1457,3,10,7,4,5,item_2
user_1458,3,1,5,4,1,item_0
user_1459,9,10,4,2,1,item_0
user_1460,5,1,8,7,8,item_0
user_1461,6,5,10,8,2,item_0
user_1462,10,9,1,1,8,item_3
user_1463,6,3,3,10,8,item_0
user_1464,1,1,4,7,1,item_0
user_1465,2,9,10,2,3,item_0
user_1466,8,9,3,1,4,item_0
user_1467,2,1,5,7,1,item_2
user_1468,1,1,4,4,5,item_0
user_1469,2,10,8,9,1,item_2
user_1470,7,5,4,2,4,item_0
user_1471,3,3,4,2,5,item_0
user_1472,2,4,6,2,9,item_0
user_1473,1,7,1,1,3,item_2
user_1474,4,4,1,6,4,item_0
user_1475,7,4,10,1,10,item_2
user_1476,4,10,6,9,7,item_2
user_1477,10,5,6,7,4,item_0
user_1478,4,10,7,8,5,item_0
user_1479,7,2,1,3,2,item_0
user_1480,1,1,10,9,7,item_0
user_1481,5,8,10,1,3,item_2
user_1482,4,3,9,7,3,item_2
user_1483,7,6,1,2,9,item_0
user_1484,8,10,9,9,6,item_0
user_1485,9,8,2,2,3,item_2
user_1486,5,1,5,1,10,item_2
user_1487,7,5,1,8,9,item_0
user_1488,5,9,1,1,7,item_0
user_1489,3,5,3,6,7,item_2
user_1490,10,7,6,7,5,item_0
user_1491,6,10,10,5,9,item_0
user_1492,3,8,10,3,8,item_0
user_1493,9,7,10,3,2,item_0
user_1494,6,3,1,6,6,item_0
user_1495,8,1,2,4,7,item_2
user_1496,6,6,5,5,8,item_2
user_1497,7,6,5,1,6,item_0
user_1498,9,5,3,9,6,item_0
user_1499,3,6,9,7,6,item_0
user_1500,5,6,10,3,3,item_2
user_1501,9,4,7,7,5,item_3
user_1502,7,10,4,8,10,item_2
user_1503,5,3,3,1,1,item_0
user_1504,4,1,2,8,10,item_2
user_1505,1,4,9,5,9,item_2
user_1506,3,8,7,9,4,item_0
user_1507,9,8,3,2,10,item_0
user_1508,5,1,10,6,4,item_0
user_1509,7,6,7,3,6,item_2
user_1510,10,2,10,7,5,item_0
user_1511,5,9,4,10,9,item_2
user_1512,4,5,4,10,3,item_0
user_1513,2,2,7,5,2,item_2
user_1514,5,9,4,8,7,item_0
user_1515,8,2,10,8,4,item_0
user_1516,6,1,4,4,4,item_2
user_1517,3,4,9,1,8,item_0
user_1518,8,3,7,3,3,item_2
user_1519,6,2,10,5,4,item_0
