USER_ID,feat1,feat2,feat3,onehot1,onehot2,pca_0,pca_1,pca_2
user_911,30.0,1,3304.0,1,0,-0.0108351820454095,-0.0105647140464813,-0.0148174985505997
user_912,56.0,2,7995.0,0,1,-0.0115013497161284,-0.0113917786949927,-0.0128558522620594
user_913,36.0,1,14848.46,1,0,-0.0089555046774062,-0.0084569917613837,-0.0099135114357335
user_914,83.0,0,0.0,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_915,61.0,1,2478.26,0,1,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_916,17.0,1,0.0,0,1,-0.0083957807686222,-0.0079209495049435,-0.009190080163646
user_917,19.0,2,128.37,0,1,-0.0093505269858982,-0.0088826528794212,-0.0103460598444965
user_918,53.0,1,2758.2,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_919,22.0,2,1521.66,0,1,-0.0109674361701455,-0.0105663526564223,-0.012107148043324
user_920,18.0,1,94.69,0,1,-0.0167647342194453,-0.0169050232770802,-0.0215527488741415
user_921,22.0,1,6.88,1,0,-0.0096207824814849,-0.009153323566055,-0.0108594831326201
user_922,55.0,3,211.18,1,0,-0.005265017931626,-0.0153984155426852,-0.0201356416210628
user_923,24.0,1,12671.44,0,1,-0.0878111663434174,-0.1483133393119886,0.8095117208267392
user_924,35.0,2,28935.97,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_925,26.0,1,2401.31,1,0,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_926,28.0,1,5730.64,1,0,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_927,54.0,1,12580.06,1,0,-0.0102284170793531,-0.0097257664646731,-0.0111693331518933
user_928,23.0,1,814.51,1,0,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_929,17.0,2,656.52,0,1,-0.0087324381193651,-0.0082533625380715,-0.0096161555974761
user_930,25.0,2,2215.14,0,1,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_931,57.0,3,12183.05,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_932,34.0,1,4786.0,1,0,-0.0112894727577268,-0.0104233732514099,-0.0127717040978554
user_1177,44.0,2,40081.61,0,1,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_2602,34.0,1,15860.97,0,1,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_935,42.0,3,9645.99,0,1,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_936,51.0,2,1400.55,1,0,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_937,46.0,1,1076.85,1,0,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_938,29.0,1,4055.35,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_939,37.0,4,16640.63,0,1,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_940,18.0,1,36.73,1,0,-0.0117614700420712,-0.0113112728499036,-0.0133296684560397
user_941,39.0,1,4132.37,0,1,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_942,20.0,0,0.0,1,0,-0.0097553598425298,-0.0093053908178812,-0.0110303211208528
user_943,21.0,1,288.74,1,0,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_944,30.0,1,2318.16,1,0,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_945,42.0,1,20315.66,0,1,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_946,21.0,1,3109.86,0,1,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_947,18.0,1,194.88,1,0,-0.0096207824814849,-0.009153323566055,-0.0108594831326201
user_948,23.0,1,33.0,1,0,-0.0116972338874651,-0.0108467006663892,-0.0133073840709307
user_949,29.0,2,851.71,1,0,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_950,43.0,1,973.34,1,0,-0.0098713109392396,-0.009516561950906,-0.011186468353045
user_951,40.0,1,6056.44,0,1,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_952,48.0,2,23238.9,0,1,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_953,36.0,3,6807.61,1,0,-0.0109674361701455,-0.0105663526564223,-0.012107148043324
user_954,37.0,2,3015.1,0,1,-0.0098713109392396,-0.009516561950906,-0.011186468353045
user_955,22.0,3,544.68,1,0,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_956,28.0,1,60.0,1,0,-0.0105784471602583,-0.0195911102927138,-0.0254228584729996
user_957,51.0,2,1046.0,1,0,-0.0149586762748768,-0.0120176864765631,-0.0152057951603293
user_958,22.0,1,273.66,1,0,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_959,58.0,2,4710.9,0,1,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_960,42.0,1,29860.53,1,0,-0.0118307136655583,-0.0140374616994449,-0.0151403630572832
user_961,19.0,1,89.37,1,0,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_962,19.0,2,46.81,1,0,-0.0108351820454095,-0.0105647140464813,-0.0148174985505997
user_963,22.0,3,1546.49,0,1,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_964,30.0,1,1265.7,1,0,-0.0105784471602583,-0.0195911102927138,-0.0254228584729996
user_965,27.0,1,341.51,1,0,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_966,16.0,2,83.13,1,0,-0.0077625718549493,-0.0073005158789647,-0.0084146217129881
user_967,47.0,1,0.0,0,1,-0.0079943233176376,-0.0075273874272482,-0.0086975538846104
user_968,18.0,1,0.0,1,0,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_969,20.0,1,1438.0,0,1,-0.0087324381193651,-0.0082533625380715,-0.0096161555974761
user_970,32.0,1,3011.85,0,1,-0.0090123088833545,-0.0085307342592019,-0.0099702107653989
user_971,18.0,1,299.79,1,0,-0.0117614700420712,-0.0113112728499036,-0.0133296684560397
user_972,36.0,3,12084.61,0,1,-0.0089555046774062,-0.0084569917613837,-0.0099135114357335
user_3095,27.0,1,5385.27,1,0,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_974,21.0,2,1334.7,1,0,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_975,34.0,1,8318.48,1,0,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_976,25.0,2,794.64,1,0,-0.0071665432622328,-0.0067192337292692,-0.0076978867539363
user_977,21.0,2,1545.45,0,1,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_978,25.0,2,1288.44,1,0,-0.0074735038656073,-0.0070182205915731,-0.008065280159849
user_979,22.0,1,3.34,1,0,-0.0258903659074592,-0.018640717609547,-0.0240270493883347
user_980,40.0,2,2279.36,1,0,-0.0089555046774062,-0.0084569917613837,-0.0099135114357335
user_981,63.0,1,2665.92,1,0,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_982,58.0,1,13624.66,1,0,-0.0379263897077516,-0.0237937058519379,-0.0372667748627681
user_983,62.0,1,4350.39,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_984,26.0,1,12541.82,0,1,-0.0149586762748768,-0.0120176864765631,-0.0152057951603293
user_985,56.0,1,1243.38,0,1,-0.0118307136655583,-0.0140374616994449,-0.0151403630572832
user_986,20.0,3,1559.44,1,0,-0.0081979229051727,-0.0077288849881906,-0.008947551338529
user_987,25.0,1,4076.52,0,1,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_988,33.0,1,4479.65,1,0,-0.0088109792368124,-0.00833354145502,-0.0097149091593252
user_989,39.0,2,505.54,0,1,-0.0088483791910534,-0.0083592791429532,-0.0097566592419189
user_990,38.0,1,1290.74,0,1,-0.0258903659074592,-0.018640717609547,-0.0240270493883347
user_991,62.0,2,7360.52,0,1,-0.0102253721111038,-0.0096713378674832,-0.0119876955579217
user_992,23.0,1,2262.75,1,0,-0.005265017931626,-0.0153984155426852,-0.0201356416210628
user_3854,25.0,1,4215.84,0,1,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_994,39.0,1,995.43,1,0,-0.0379263897077516,-0.0237937058519379,-0.0372667748627681
user_995,68.0,1,5085.66,0,1,-0.0092287310245314,-0.0087368652151751,-0.010250728981504
user_996,19.0,1,0.0,0,1,-0.0115013497161284,-0.0113917786949927,-0.0128558522620594
user_997,40.0,1,5080.03,1,0,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_998,21.0,4,1826.25,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_999,25.0,3,398.93,0,1,-0.005265017931626,-0.0153984155426852,-0.0201356416210628
user_1000,27.0,3,42.59,0,1,-0.012486999195049,-0.0108536467923297,-0.0132274726645442
user_1001,29.0,1,4995.78,1,0,-0.0091819743011807,-0.0086869216918021,-0.010174374175255
user_1002,18.0,1,79.13,1,0,-0.0073638046612487,-0.0069112685897419,-0.007933562897819
user_1003,44.0,1,0.0,1,0,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_1004,57.0,1,1425.95,1,0,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_1005,72.0,0,0.0,0,1,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_1006,63.0,1,0.0,1,0,-0.0093505269858982,-0.0088826528794212,-0.0103460598444965
user_1007,26.0,1,54546.96,0,1,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_4245,47.0,3,37164.76,1,0,-0.0116972338874651,-0.0108467006663892,-0.0133073840709307
user_1009,28.0,3,1816.65,0,1,-0.0107481274432171,-0.0105632372436928,-0.0119991442011091
user_1010,33.0,1,2501.67,1,0,-0.011955060458026,-0.0100262116542784,-0.0147846492579703
user_1011,32.0,1,10349.02,1,0,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_1012,53.0,1,12911.12,1,0,-0.0089566744225457,-0.0084735988695775,-0.0098926190404259
user_1013,20.0,1,864.01,0,1,-0.0105784471602583,-0.0195911102927138,-0.0254228584729996
user_1014,24.0,1,10516.84,1,0,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_1015,77.0,2,93.0,1,0,-0.0148144388868384,-0.0103768234202338,-0.0172296515364203
user_1016,22.0,1,0.0,1,0,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_1017,40.0,1,2381.03,1,0,-0.0107481274432171,-0.0105632372436928,-0.0119991442011091
user_1018,37.0,3,2280.07,1,0,-0.0109696425553003,-0.0100493932486973,-0.0128669460992046
user_1019,67.0,0,0.0,0,1,-0.0084849904936944,-0.0080087122986442,-0.0093047669353243
user_2593,46.0,2,267937.43,0,1,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_1021,31.0,1,4299.64,0,1,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_1022,48.0,4,3887.67,1,0,-0.0096207824814849,-0.009153323566055,-0.0108594831326201
user_1023,29.0,1,17702.44,0,1,-0.0175766826642066,-0.0179841532730525,-0.016038634726247
user_1024,72.0,1,2.0,0,1,-0.0175766826642066,-0.0179841532730525,-0.016038634726247
user_1025,21.0,1,1073.23,0,1,-0.0878111663434174,-0.1483133393119886,0.8095117208267392
user_1026,34.0,1,5982.08,0,1,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_1027,79.0,1,5.16,0,1,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_1028,42.0,1,2225.49,0,1,-0.0091819743011807,-0.0086869216918021,-0.010174374175255
user_1029,27.0,1,1758.58,0,1,-0.0072704196276427,-0.0068203127240989,-0.0078218013700334
user_1030,21.0,1,1745.02,0,1,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_1031,47.0,1,26155.46,0,1,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_1032,36.0,2,3852.2,0,1,-0.0091819743011807,-0.0086869216918021,-0.010174374175255
user_1033,22.0,1,6336.92,1,0,-0.0103523456949801,-0.0098913867432161,-0.0142153327193676
user_1034,20.0,4,20.08,0,1,-0.0075508346068478,-0.007093671611972,-0.0081584345360437
user_1035,32.0,7,3509.62,0,1,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_3395,34.0,2,445.67,0,1,-0.0112894727577268,-0.0104233732514099,-0.0127717040978554
user_4971,28.0,3,7528.96,0,1,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_1038,22.0,2,0.0,0,1,-0.0092059068570131,-0.008735017320723,-0.0102046564538684
user_1039,32.0,1,1910.52,0,1,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_1040,35.0,2,6047.56,0,1,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_1041,21.0,1,116.73,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_1042,33.0,2,15770.37,0,1,-0.0102284170793531,-0.0097257664646731,-0.0111693331518933
user_1043,19.0,1,4.02,0,1,-0.0122661810319759,-0.0186017226904222,-0.0109915164365222
user_1044,81.0,0,0.0,0,1,-0.0079943233176376,-0.0075273874272482,-0.0086975538846104
user_1045,25.0,2,3630.75,1,0,-0.0258903659074592,-0.018640717609547,-0.0240270493883347
user_1046,35.0,4,1397.65,0,1,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_1047,34.0,1,10192.23,0,1,-0.0878111663434174,-0.1483133393119886,0.8095117208267392
user_1048,22.0,2,20.23,0,1,-0.0114063668448765,-0.0110580436371568,-0.0132073327007175
user_1049,21.0,1,4748.54,0,1,-0.0117614700420712,-0.0113112728499036,-0.0133296684560397
user_1050,20.0,1,3384.6,0,1,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_1051,40.0,3,5864.69,0,1,-0.0102253721111038,-0.0096713378674832,-0.0119876955579217
user_3940,52.0,8,1179.43,0,1,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_1053,29.0,1,3792.05,0,1,-0.011955060458026,-0.0100262116542784,-0.0147846492579703
user_1054,62.0,3,7794.55,1,0,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_1055,22.0,1,0.0,1,0,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_1056,24.0,2,1269.37,1,0,-0.0092059068570131,-0.008735017320723,-0.0102046564538684
user_1057,22.0,1,447.79,1,0,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_1058,22.0,3,4783.51,0,1,-0.0117614700420712,-0.0113112728499036,-0.0133296684560397
user_1059,57.0,1,3183.09,0,1,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_1060,23.0,1,141.57,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_1061,33.0,1,517.0,1,0,-0.0109696425553003,-0.0100493932486973,-0.0128669460992046
user_1062,69.0,1,16350.0,0,1,-0.0091819743011807,-0.0086869216918021,-0.010174374175255
user_1063,31.0,1,27922.5,0,1,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_1064,29.0,1,8438.92,1,0,-0.0149586762748768,-0.0120176864765631,-0.0152057951603293
user_4300,58.0,1,1212.21,1,0,-0.0109674361701455,-0.0105663526564223,-0.012107148043324
user_1066,48.0,2,8252.84,0,1,-0.0090123088833545,-0.0085307342592019,-0.0099702107653989
user_1067,61.0,1,0.0,1,0,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_1068,65.0,1,22550.2,1,0,-0.0077850734756643,-0.0073225927962721,-0.0084421469461525
user_1069,29.0,1,2411.88,1,0,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_1070,28.0,1,2176.86,1,0,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_1071,25.0,1,10480.03,0,1,-0.0088636778814499,-0.008374195957983,-0.0097698736337095
user_1072,25.0,1,2567.13,0,1,-0.0099429590499682,-0.0094857014729951,-0.0182380115396929
user_1073,23.0,1,80.68,0,1,-0.005265017931626,-0.0153984155426852,-0.0201356416210628
user_1074,22.0,1,70.31,1,0,-0.0087324381193651,-0.0082533625380715,-0.0096161555974761
user_1075,24.0,1,12612.02,0,1,-0.0122661810319759,-0.0186017226904222,-0.0109915164365222
user_3617,24.0,2,2003.67,0,1,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_1077,28.0,1,10591.11,0,1,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_1078,30.0,2,864.74,1,0,-0.010617110569037,-0.0101827094183631,-0.0129467964320136
user_1079,45.0,1,4477.14,0,1,-0.0185792983112114,-0.0170950365960119,-0.0181182675038179
user_1080,66.0,1,7385.36,0,1,-0.0088483791910534,-0.0083592791429532,-0.0097566592419189
user_3317,29.0,1,2046.31,1,0,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_1082,55.0,1,526.02,0,1,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_1083,21.0,1,2121.14,0,1,-0.0085536708500466,-0.0080777082863008,-0.0093925348233872
user_1084,26.0,1,0.0,1,0,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_4043,23.0,2,879.6,1,0,-0.0088636778814499,-0.008374195957983,-0.0097698736337095
user_1086,27.0,2,6792.47,1,0,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_1087,68.0,1,10.79,1,0,-0.0088636778814499,-0.008374195957983,-0.0097698736337095
user_1088,54.0,1,304.2,0,1,-0.0088109792368124,-0.00833354145502,-0.0097149091593252
user_1089,28.0,1,2570.73,1,0,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_1090,18.0,4,98.0,1,0,-0.0077625718549493,-0.0073005158789647,-0.0084146217129881
user_1091,32.0,1,0.0,0,1,-0.0093505269858982,-0.0088826528794212,-0.0103460598444965
user_1092,18.0,1,111.0,1,0,-0.0084144260088932,-0.0079388147471399,-0.0092127065711152
user_1093,22.0,1,332.93,0,1,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_1094,49.0,3,9944.01,1,0,-0.0091819743011807,-0.0086869216918021,-0.010174374175255
user_1095,18.0,2,99.58,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_1096,26.0,2,1225.5,1,0,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_1097,29.0,2,3276.34,0,1,-0.0079706783787936,-0.0075044156160068,-0.0086681967285904
user_1098,17.0,2,91.57,1,0,-0.010617110569037,-0.0101827094183631,-0.0129467964320136
user_1099,27.0,1,3866.79,1,0,-0.0083957807686222,-0.0079209495049435,-0.009190080163646
user_1100,19.0,3,210.77,1,0,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_1101,19.0,4,157.83,0,1,-0.011955060458026,-0.0100262116542784,-0.0147846492579703
user_1102,40.0,0,0.0,1,0,-0.0379263897077516,-0.0237937058519379,-0.0372667748627681
user_4030,43.0,1,1.0,1,0,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_1104,63.0,0,0.0,1,0,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_1105,71.0,0,0.0,0,1,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_1106,59.0,1,155.37,0,1,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_1107,35.0,1,12114.64,1,0,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_1108,27.0,2,667.0,1,0,-0.0107481274432171,-0.0105632372436928,-0.0119991442011091
user_1109,54.0,1,4420.4,1,0,-0.0118307136655583,-0.0140374616994449,-0.0151403630572832
user_1110,26.0,3,1052.2,0,1,-0.0112894727577268,-0.0104233732514099,-0.0127717040978554
user_1111,26.0,1,764.99,1,0,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_1112,28.0,1,8781.14,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_1113,61.0,3,57.4,0,1,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_1114,38.0,4,18475.72,0,1,-0.012486999195049,-0.0108536467923297,-0.0132274726645442
user_1115,37.0,2,2178.29,1,0,-0.0346639630029758,-0.0425550635008467,-0.0729990159239646
user_1116,22.0,1,111.57,1,0,-0.0102253721111038,-0.0096713378674832,-0.0119876955579217
user_1117,18.0,1,3923.0,1,0,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_1118,22.0,2,932.33,1,0,-0.0086826555435036,-0.0082017368984735,-0.0095508416003705
user_1119,19.0,1,724.79,0,1,-0.0107481274432171,-0.0105632372436928,-0.0119991442011091
user_1120,33.0,2,2569.35,0,1,-0.0167647342194453,-0.0169050232770802,-0.0215527488741415
user_1121,52.0,1,2021.67,1,0,-0.012486999195049,-0.0108536467923297,-0.0132274726645442
user_1122,36.0,1,10995.12,1,0,-0.0258903659074592,-0.018640717609547,-0.0240270493883347
user_1123,19.0,3,126.75,1,0,-0.0088483791910534,-0.0083592791429532,-0.0097566592419189
user_1124,44.0,1,305.9,0,1,-0.0185792983112114,-0.0170950365960119,-0.0181182675038179
user_1125,63.0,1,6.29,0,1,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_1126,26.0,1,12738.18,1,0,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_1127,19.0,1,0.0,1,0,-0.0084144260088932,-0.0079388147471399,-0.0092127065711152
user_1128,38.0,3,215029.1,0,1,-0.0273493137478794,-0.0220210117251965,-0.026824948167886
user_1129,23.0,1,1279.59,1,0,-0.0108351820454095,-0.0105647140464813,-0.0148174985505997
user_1130,58.0,2,3770.62,0,1,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_1131,44.0,3,1094.84,0,1,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_1132,20.0,1,79.56,1,0,-0.0086733185509539,-0.0197995838860359,-0.0179386126902791
user_1133,59.0,0,0.0,0,1,-0.0878111663434174,-0.1483133393119886,0.8095117208267392
user_1134,17.0,1,0.0,0,1,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_4584,35.0,2,7494.22,0,1,-0.0088109792368124,-0.00833354145502,-0.0097149091593252
user_1136,20.0,1,67.84,1,0,-0.012486999195049,-0.0108536467923297,-0.0132274726645442
user_1137,19.0,2,98.0,0,1,-0.0117614700420712,-0.0113112728499036,-0.0133296684560397
user_1138,25.0,1,2883.45,0,1,-0.0088483791910534,-0.0083592791429532,-0.0097566592419189
user_1139,67.0,1,0.0,1,0,-0.0102253721111038,-0.0096713378674832,-0.0119876955579217
user_1140,53.0,1,2097.08,0,1,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_1141,87.0,0,0.0,1,0,-0.0164352517593696,-0.0148182212635881,-0.012404819093614
user_1142,22.0,1,4284.03,0,1,-0.0085536708500466,-0.0080777082863008,-0.0093925348233872
user_1143,36.0,2,5536.52,0,1,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_1144,19.0,3,741.4,0,1,-0.011955060458026,-0.0100262116542784,-0.0147846492579703
user_1145,18.0,1,186.07,1,0,-0.0092059068570131,-0.008735017320723,-0.0102046564538684
user_1146,75.0,2,141.0,1,0,-0.0092059068570131,-0.008735017320723,-0.0102046564538684
user_1147,22.0,1,479.78,1,0,-0.0148144388868384,-0.0103768234202338,-0.0172296515364203
user_1148,18.0,2,329.0,1,0,-0.0112894727577268,-0.0104233732514099,-0.0127717040978554
user_1149,25.0,1,15170.97,1,0,-0.0110412228001176,-0.0105134672199618,-0.0125342715018259
user_1150,23.0,1,586.88,1,0,-0.0258903659074592,-0.018640717609547,-0.0240270493883347
user_1527,66.0,3,4488.0,0,1,-0.0149586762748768,-0.0120176864765631,-0.0152057951603293
user_2365,21.0,1,1007.23,0,1,-0.0092059068570131,-0.008735017320723,-0.0102046564538684
user_1153,36.0,1,35594.53,0,1,-0.0086330924178821,-0.0158957118566247,-0.0101277707252898
user_1154,73.0,2,631.17,0,1,-0.0092287310245314,-0.0087368652151751,-0.010250728981504
user_1155,21.0,1,466.05,1,0,-0.0105784471602583,-0.0195911102927138,-0.0254228584729996
user_1156,39.0,1,201.43,1,0,-0.0114727747674654,-0.0103172157046422,-0.0173805138587653
user_1157,31.0,2,3273.03,0,1,-0.0112894727577268,-0.0104233732514099,-0.0127717040978554
user_1158,35.0,0,0.0,0,1,-0.0348486518490824,-0.0478238556854101,-0.0813983891132997
user_1159,18.0,1,0.0,1,0,-0.0122661810319759,-0.0186017226904222,-0.0109915164365222
user_1160,21.0,4,146.55,1,0,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_1161,21.0,1,3648.0,0,1,-0.0115013497161284,-0.0113917786949927,-0.0128558522620594
user_1162,32.0,1,3070.11,1,0,-0.0088483791910534,-0.0083592791429532,-0.0097566592419189
user_1163,44.0,1,1347.46,0,1,-0.0387101084830282,-0.0571969806024211,-0.1189870565517403
user_1164,24.0,1,775.0,1,0,-0.0092287310245314,-0.0087368652151751,-0.010250728981504
user_1165,65.0,0,0.0,0,1,-0.0075579433434233,-0.0071006143787817,-0.0081670015514172
user_1166,25.0,1,1452.13,0,1,-0.012486999195049,-0.0108536467923297,-0.0132274726645442
user_2717,23.0,3,536.97,0,1,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_1168,21.0,1,0.0,0,1,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_1169,26.0,1,0.0,0,1,-0.0084849904936944,-0.0080087122986442,-0.0093047669353243
user_1170,42.0,1,304.08,1,0,-0.0878111663434174,-0.1483133393119886,0.8095117208267392
user_1171,24.0,1,3722.84,1,0,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_1172,23.0,2,747.67,1,0,-0.0118307136655583,-0.0140374616994449,-0.0151403630572832
user_1173,23.0,2,719.57,0,1,-0.2327945103433476,0.9080443945905624,0.1172216103938166
user_1174,20.0,0,0.0,1,0,-0.0097553598425298,-0.0093053908178812,-0.0110303211208528
user_1175,53.0,1,3392.0,1,0,-0.010617110569037,-0.0101827094183631,-0.0129467964320136
user_1176,18.0,1,0.0,0,1,-0.0404245471631254,-0.0340881597333485,-0.0534362756543944
user_1177,44.0,2,40081.61,0,1,0.9517677023948826,0.1469317379714371,0.0742968144818524
user_1178,39.0,3,20574.43,0,1,-0.0458049384852299,-0.0340192276700686,-0.0604135280731882
user_1179,62.0,4,6672.81,1,0,-0.010617110569037,-0.0101827094183631,-0.0129467964320136
user_1180,26.0,1,17966.94,1,0,-0.0149586762748768,-0.0120176864765631,-0.0152057951603293
user_1689,18.0,3,319.05,0,1,-0.0080826947250102,-0.0076136955316737,-0.0088060168224024
user_1182,44.0,1,1277.14,1,0,-0.0087324381193651,-0.0082533625380715,-0.0096161555974761
user_1183,38.0,2,10718.78,1,0,-0.0080826947250102,-0.0076136955316737,-0.0088060168224024
user_1184,17.0,2,508.21,1,0,-0.0115013497161284,-0.0113917786949927,-0.0128558522620594
user_1185,25.0,1,8726.01,0,1,-0.0090123088833545,-0.0085307342592019,-0.0099702107653989
user_1186,69.0,1,697.6,0,1,-0.0092059068570131,-0.008735017320723,-0.0102046564538684
user_1187,34.0,2,11047.84,1,0,-0.0082071637457985,-0.0077368566051696,-0.0089569664279956
user_1188,18.0,1,21.5,1,0,-0.0115013497161284,-0.0113917786949927,-0.0128558522620594
user_1189,17.0,1,132.56,1,0,-0.0323372491929997,-0.0247670891695206,-0.0308421181722808
user_1190,36.0,1,1216.95,1,0,-0.0118307136655583,-0.0140374616994449,-0.0151403630572832
user_1191,30.0,2,11817.74,0,1,-0.0099429590499682,-0.0094857014729951,-0.0182380115396929
user_1192,59.0,1,1932.52,0,1,-0.0102253721111038,-0.0096713378674832,-0.0119876955579217
user_1193,34.0,1,4429.24,0,1,-0.1158262210214182,-0.3260365880861497,0.214398888633284
user_1194,26.0,1,1559.0,0,1,-0.011955060458026,-0.0100262116542784,-0.0147846492579703
user_1195,41.0,1,935.93,1,0,-0.0601265350219508,-0.0967780099591847,-0.4867987843722361
user_1196,39.0,1,628.96,1,0,-0.0093843623256394,-0.0089005060659201,-0.0104213697715555
