USER_ID,feat1,feat2
user_1093,2500.0,5538.0
user_1094,0.0,0.0
user_1095,860.0,948.0
user_1096,0.0,1766.0
user_1097,0.0,1166.0
user_1098,0.0,12.0
user_1099,0.0,0.0
user_1100,0.0,24541.0
user_1101,0.0,10644.0
user_1102,0.0,39965.0
user_1103,0.0,1188.0
user_1104,0.0,0.0
user_1105,0.0,0.0
user_1106,0.0,33655.0
user_1107,7545.0,46465.0
user_1108,0.0,0.0
user_1109,0.0,1748.0
user_1110,0.0,628.0
user_1111,0.0,0.0
user_1112,0.0,20629.0
user_1113,0.0,0.0
user_1114,0.0,26489.0
user_1115,0.0,0.0
user_1116,0.0,0.0
user_1117,4000.0,20647.0
user_1118,0.0,3050.0
user_1119,0.0,0.0
user_1120,500.0,50867.0
user_1121,9000.0,23334.0
user_1122,0.0,209.0
user_1123,0.0,2264.0
user_1124,0.0,0.0
user_1125,0.0,26892.0
user_1126,10239.0,8526.0
user_1127,120.0,9803.0
user_1128,0.0,2048.0
user_1129,0.0,5468.0
user_1130,0.0,0.0
user_1131,0.0,7350.0
user_1132,0.0,4322.0
user_1133,300.0,1280.0
user_1134,0.0,12178.0
user_1135,0.0,16270.0
user_1136,377.0,3454.0
user_1137,0.0,2690.0
user_1138,68.0,6821.0
user_1139,0.0,5164.0
user_1140,1101.0,52331.0
user_1141,0.0,15216.0
user_1142,0.0,3692.0
user_1143,490.0,19988.0
user_1144,0.0,0.0
user_1145,0.0,26494.0
user_1146,4968.0,3776.0
user_1147,13416.0,111684.0
user_1148,0.0,30552.0
user_1149,0.0,0.0
user_1150,0.0,0.0
user_1151,0.0,0.0
user_1152,0.0,7415.0
user_1153,0.0,0.0
user_1154,0.0,4070.0
user_1155,0.0,0.0
user_1156,0.0,4442.0
user_1157,0.0,0.0
user_1158,0.0,142955.0
user_1159,5789.0,78650.0
user_1160,0.0,13135.0
user_1161,0.0,14246.0
user_1162,0.0,4520.0
user_1163,0.0,8570.0
user_1164,0.0,4316.0
user_1165,0.0,0.0
user_1166,0.0,5719.0
user_1167,0.0,5880.0
user_1168,500.0,10121.0
user_1169,2550.0,12156.0
user_1170,0.0,146046.0
user_1171,0.0,7889.0
user_1172,0.0,0.0
user_1173,0.0,8260.0
user_1174,0.0,12110.0
user_1175,0.0,45859.0
user_1176,0.0,2846.0
user_1177,3198.0,4180.0
user_1178,0.0,848.0
user_1179,0.0,0.0
user_1180,0.0,0.0
user_1181,721.0,22139.0
user_1182,0.0,0.0
user_1183,0.0,154.0
user_1184,0.0,4856.0
user_1185,0.0,7084.0
user_1186,0.0,24436.0
user_1187,0.0,848.0
user_1188,0.0,10066.0
user_1189,0.0,0.0
user_1190,0.0,18617.0
user_1191,750.0,2600.0
user_1192,0.0,0.0
user_1193,0.0,10781.0
user_1194,0.0,0.0
user_1195,0.0,0.0
user_1196,0.0,0.0
user_1197,0.0,4198.0
user_1198,600.0,8382.0
user_1199,0.0,1382.0
user_1200,0.0,0.0
user_1201,0.0,13971.0
user_1202,0.0,5215.0
user_1203,0.0,0.0
user_1204,0.0,842.0
user_1205,0.0,0.0
user_1206,0.0,22317.0
user_1207,0.0,0.0
user_1208,0.0,0.0
user_1209,0.0,0.0
user_1210,0.0,0.0
user_1211,0.0,7534.0
user_1212,0.0,266.0
user_1213,0.0,7414.0
user_1214,609.0,38726.0
user_1215,0.0,1736.0
user_1216,0.0,0.0
user_1217,0.0,0.0
user_1218,0.0,21753.0
user_1219,0.0,767.0
user_1220,0.0,0.0
user_1221,0.0,6733.0
user_1222,0.0,2026.0
user_1223,13700.0,35020.0
user_1224,0.0,4004.0
user_1225,12980.0,6348.0
user_1226,0.0,9304.0
user_1227,0.0,3866.0
user_1228,0.0,0.0
user_1229,0.0,0.0
user_1230,11654.0,13415.0
user_1231,0.0,0.0
user_1232,0.0,0.0
user_1233,0.0,0.0
user_1234,0.0,5491.0
user_1235,0.0,303.0
user_1236,0.0,0.0
user_1237,1500.0,1430.0
user_1238,5200.0,24081.0
user_1239,0.0,2882.0
user_1240,0.0,0.0
user_1241,2710.0,50777.0
user_1242,0.0,10886.0
user_1243,0.0,0.0
user_1244,0.0,1879.0
user_1245,0.0,5536.0
user_1246,0.0,17482.0
user_1247,0.0,20982.0
user_1248,887.0,1760.0
user_1249,260.0,1008.0
user_1250,0.0,85579.0
user_1251,0.0,4664.0
user_1252,4500.0,130795.0
user_1253,0.0,0.0
user_1254,0.0,7591.0
user_1255,0.0,2390.0
user_1256,0.0,18863.0
user_1257,763.0,0.0
user_1258,0.0,9164.0
user_1259,0.0,3248.0
user_1260,0.0,0.0
user_1261,0.0,2546.0
user_1262,0.0,4824.0
user_1263,5200.0,41614.0
user_1264,0.0,12294.0
user_1265,21604.0,82512.0
user_1266,13606.0,39063.0
user_1267,2000.0,0.0
user_1268,7206.0,16756.0
user_1269,1054.0,40620.0
user_1270,0.0,8082.0
user_1271,5500.0,84.0
user_1272,0.0,0.0
user_1273,150.0,26856.0
user_1274,0.0,3206.0
user_1275,0.0,0.0
user_1276,0.0,5776.0
user_1277,0.0,63343.0
user_1278,0.0,0.0
user_1279,0.0,2264.0
user_1280,0.0,5160.0
user_1281,0.0,49.0
user_1282,0.0,0.0
user_1283,0.0,1868.0
user_1284,14239.0,40595.0
user_1285,0.0,5127.0
user_1286,0.0,10638.0
user_1287,0.0,21462.0
user_1288,0.0,0.0
user_1289,0.0,2864.0
user_1290,0.0,3050.0
user_1291,0.0,0.0
user_1292,0.0,598.0
user_1293,1566.0,40630.0
user_1294,200.0,0.0
user_1295,0.0,0.0
user_1296,0.0,0.0
user_1297,1122.0,186.0
user_1298,28173.0,28896.0
user_1299,0.0,3380.0
user_1300,0.0,2420.0
user_1301,1040.0,21.0
user_1302,0.0,2150.0
user_1303,1800.0,0.0
user_1304,233.0,2900.0
user_1305,27.0,0.0
user_1306,0.0,1164.0
user_1307,0.0,503.0
user_1308,0.0,7107.0
user_1309,0.0,384.0
user_1310,0.0,0.0
user_1311,0.0,5435.0
user_1312,0.0,0.0
user_1313,0.0,0.0
user_1314,0.0,3820.0
user_1315,200.0,1556.0
user_1316,0.0,10143.0
user_1317,0.0,378.0
user_1318,0.0,0.0
user_1319,0.0,16486.0
user_1320,0.0,23043.0
user_1321,0.0,546.0
user_1322,0.0,17942.0
user_1323,0.0,0.0
user_1324,0.0,4322.0
user_1325,0.0,22698.0
user_1326,155.0,0.0
user_1327,0.0,783.0
user_1328,0.0,458.0
user_1329,0.0,12321.0
user_1330,125.0,343.0
user_1331,0.0,0.0
user_1332,0.0,2064.0
user_1333,0.0,0.0
user_1334,1800.0,1153.0
user_1335,0.0,0.0
user_1336,0.0,0.0
user_1337,0.0,1994.0
user_1338,0.0,10088.0
user_1339,45972.0,22325.0
user_1340,0.0,463.0
user_1341,0.0,3542.0
user_1342,25226.0,7578.0
user_1343,0.0,1946.0
user_1344,0.0,1982.0
user_1345,347.0,17523.0
user_1346,0.0,4808.0
user_1347,0.0,82733.0
user_1348,0.0,1184.0
user_1349,0.0,0.0
user_1350,0.0,40209.0
user_1351,0.0,0.0
user_1352,0.0,28804.0
user_1353,8424.0,42396.0
user_1354,0.0,10671.0
user_1355,0.0,436.0
user_1356,0.0,0.0
user_1357,0.0,0.0
user_1358,0.0,38099.0
user_1359,0.0,0.0
user_1360,0.0,0.0
user_1361,20.0,156.0
user_1362,4038.0,78927.0
user_1363,0.0,71878.0
user_1364,1055.0,6773.0
user_1365,0.0,14950.0
user_1366,0.0,104.0
user_1367,0.0,0.0
user_1368,0.0,0.0
user_1369,0.0,8236.0
user_1370,0.0,5140.0
user_1371,0.0,8163.0
user_1372,0.0,0.0
user_1373,0.0,0.0
user_1374,0.0,0.0
user_1375,0.0,15982.0
user_1376,5200.0,31182.0
user_1377,0.0,0.0
user_1378,0.0,3600.0
user_1379,0.0,0.0
user_1380,0.0,0.0
user_1381,0.0,0.0
user_1382,0.0,15102.0
user_1383,0.0,0.0
user_1384,0.0,0.0
user_1385,43600.0,48603.0
user_1386,0.0,0.0
user_1387,0.0,17146.0
user_1388,0.0,0.0
user_1389,0.0,14788.0
user_1390,42756.0,133810.0
user_1391,0.0,14411.0
user_1392,0.0,0.0
user_1393,4466.0,9588.0
user_1394,500.0,10110.0
user_1395,0.0,9258.0
user_1396,0.0,19769.0
user_1397,0.0,3104.0
user_1398,0.0,9890.0
user_1399,0.0,10110.0
user_1400,0.0,0.0
user_1401,0.0,398.0
user_1402,500.0,20940.0
user_1403,0.0,0.0
user_1404,100.0,0.0
user_1405,0.0,5424.0
user_1406,0.0,23293.0
user_1407,0.0,1484.0
user_1408,0.0,413.0
user_1409,0.0,3458.0
user_1410,0.0,1598.0
user_1411,0.0,5492.0
user_1412,0.0,0.0
user_1413,0.0,11683.0
user_1414,0.0,3146.0
user_1415,0.0,30732.0
user_1416,2414.0,4476.0
user_1417,3510.0,0.0
user_1418,1642.0,174837.0
user_1419,0.0,0.0
user_1420,0.0,0.0
user_1421,0.0,0.0
user_1422,0.0,1376.0
user_1423,0.0,0.0
user_1424,3150.0,0.0
user_1425,0.0,0.0
user_1426,0.0,1682.0
user_1427,0.0,28348.0
user_1428,90.0,209444.0
user_1429,0.0,0.0
user_1430,0.0,1340.0
user_1431,0.0,0.0
user_1432,0.0,0.0
user_1433,0.0,0.0
user_1434,0.0,0.0
user_1435,100.0,963.0
user_1436,0.0,9417.0
user_1437,0.0,1600.0
user_1438,0.0,441.0
user_1439,0.0,0.0
user_1440,13870.0,28706.0
user_1441,0.0,1586.0
user_1442,0.0,11914.0
user_1443,0.0,0.0
user_1444,0.0,7482.0
user_1445,0.0,2618.0
user_1446,0.0,0.0
user_1447,0.0,11998.0
user_1448,0.0,4676.0
user_1449,0.0,3160.0
user_1450,0.0,0.0
user_1451,0.0,3494.0
user_1452,0.0,3087.0
user_1453,0.0,0.0
user_1454,0.0,0.0
user_1455,0.0,0.0
user_1456,0.0,11485.0
user_1457,0.0,8442.0
user_1458,260.0,1620.0
user_1459,0.0,3832.0
user_1460,18486.0,11305.0
user_1461,0.0,7368.0
user_1462,965.0,6623.0
user_1463,0.0,1825.0
user_1464,0.0,0.0
user_1465,0.0,0.0
user_1466,0.0,6352.0
user_1467,0.0,8490.0
user_1468,0.0,6271.0
user_1469,3800.0,0.0
user_1470,11842.0,2102.0
user_1471,500.0,0.0
user_1472,0.0,0.0
user_1473,0.0,22251.0
user_1474,2250.0,24.0
user_1475,474.0,8224.0
user_1476,0.0,0.0
user_1477,503.0,1128.0
user_1478,100.0,2934.0
user_1479,0.0,0.0
user_1480,0.0,0.0
user_1481,0.0,0.0
user_1482,709.0,98406.0
user_1483,0.0,0.0
user_1484,0.0,5765.0
user_1485,260.0,17398.0
user_1486,0.0,1418.0
user_1487,13652.0,12921.0
user_1488,3.0,210804.0
user_1489,0.0,0.0
user_1490,0.0,3098.0
user_1491,0.0,0.0
user_1492,0.0,16290.0
user_1493,0.0,2354.0
user_1494,22052.0,18826.0
user_1495,0.0,0.0
user_1496,0.0,173739.0
user_1497,0.0,0.0
user_1498,0.0,10812.0
user_1499,10287.0,17146.0
user_1500,0.0,5172.0
user_1501,4733.0,76183.0
user_1502,1919.0,5458.0
user_1503,0.0,0.0
user_1504,0.0,4220.0
user_1505,724.0,43971.0
user_1506,7879.0,13963.0
user_1507,0.0,7536.0
user_1508,0.0,2738.0
user_1509,0.0,0.0
user_1510,0.0,5853.0
user_1511,0.0,7503.0
user_1512,0.0,0.0
user_1513,0.0,0.0
user_1514,0.0,9461.0
user_1515,0.0,7008.0
user_1516,0.0,0.0
user_1517,0.0,264.0
user_1518,0.0,1418.0
user_1519,0.0,0.0
user_1520,0.0,14741.0
user_1521,0.0,3098.0
user_1522,0.0,10264.0
user_1523,0.0,0.0
user_1524,0.0,198.0
user_1525,300.0,0.0
user_1526,0.0,393.0
user_1527,0.0,0.0
user_1528,0.0,120.0
user_1529,0.0,54.0
user_1530,0.0,219.0
user_1531,0.0,663.0
user_1532,0.0,3410.0
user_1533,1450.0,3734.0
user_1534,2595.0,14260.0
user_1535,0.0,4202.0
user_1536,350.0,0.0
user_1537,5294.0,0.0
user_1538,400.0,4220.0
user_1539,1674.0,1276.0
user_1540,0.0,0.0
user_1541,0.0,7452.0
user_1542,0.0,20688.0
user_1543,0.0,0.0
user_1544,0.0,15137.0
user_1545,0.0,1083.0
user_1546,0.0,0.0
user_1547,2800.0,48728.0
user_1548,0.0,6117.0
user_1549,0.0,0.0
user_1550,0.0,523.0
user_1551,0.0,0.0
user_1552,0.0,6436.0
user_1553,12900.0,51370.0
user_1554,0.0,0.0
user_1555,0.0,12.0
user_1556,0.0,0.0
user_1557,0.0,56.0
user_1558,1869.0,47518.0
user_1559,0.0,117737.0
user_1560,0.0,1184.0
user_1561,0.0,0.0
user_1562,0.0,7623.0
user_1563,0.0,0.0
user_1564,1931.0,23447.0
user_1565,13700.0,249542.0
user_1566,0.0,26026.0
user_1567,0.0,0.0
user_1568,0.0,0.0
user_1569,5238.0,12552.0
user_1570,0.0,0.0
user_1571,0.0,3710.0
user_1572,0.0,39315.0
user_1573,0.0,943.0
user_1574,50.0,29901.0
user_1575,0.0,0.0
user_1576,0.0,1453.0
user_1577,2842.0,3572.0
user_1578,0.0,3284.0
user_1579,910.0,1740.0
user_1580,0.0,1182.0
user_1581,0.0,64004.0
user_1582,0.0,10946.0
user_1583,0.0,1725.0
user_1584,0.0,6240.0
user_1585,0.0,0.0
user_1586,0.0,6960.0
user_1587,0.0,3024.0
user_1588,0.0,44.0
user_1589,1718.0,28533.0
user_1590,0.0,0.0
user_1591,0.0,1892.0
user_1592,0.0,2136.0
user_1593,479.0,4148.0
user_1594,0.0,0.0
user_1595,11480.0,80784.0
user_1596,0.0,14486.0
user_1597,0.0,1906.0
user_1598,0.0,1580.0
user_1599,0.0,813.0
user_1600,2890.0,0.0
user_1601,0.0,4460.0
user_1602,14500.0,31043.0
user_1603,1000.0,49211.0
user_1604,0.0,0.0
user_1605,0.0,2858.0
user_1606,8577.0,21941.0
user_1607,0.0,13707.0
user_1608,0.0,0.0
user_1609,0.0,0.0
user_1610,0.0,0.0
user_1611,500.0,3422.0
user_1612,550.0,0.0
user_1613,0.0,9373.0
user_1614,0.0,75347.0
user_1615,0.0,4508.0
user_1616,12958.0,17061.0
user_1617,1349.0,6649.0
user_1618,0.0,363.0
user_1619,0.0,0.0
user_1620,0.0,13245.0
user_1621,6050.0,85555.0
user_1622,0.0,58799.0
user_1623,0.0,3176.0
user_1624,0.0,1023.0
user_1625,0.0,3752.0
user_1626,0.0,10330.0
user_1627,1900.0,19694.0
user_1628,0.0,7008.0
user_1629,0.0,0.0
user_1630,0.0,0.0
user_1631,0.0,0.0
user_1632,0.0,8097.0
user_1633,0.0,0.0
user_1634,250.0,32633.0
user_1635,4400.0,68521.0
user_1636,0.0,48181.0
user_1637,1550.0,10267.0
user_1638,0.0,2000.0
user_1639,0.0,13082.0
user_1640,810.0,0.0
user_1641,141.0,45406.0
user_1642,0.0,10396.0
user_1643,400.0,22870.0
user_1644,0.0,0.0
user_1645,0.0,1610.0
user_1646,0.0,4310965.0
user_1647,0.0,5380.0
user_1648,5760.0,104734.0
user_1649,0.0,0.0
user_1650,0.0,0.0
user_1651,0.0,2878.0
user_1652,0.0,0.0
user_1653,0.0,0.0
user_1654,0.0,0.0
user_1655,0.0,1298.0
user_1656,0.0,0.0
user_1657,971.0,26289.0
user_1658,0.0,0.0
user_1659,0.0,32728.0
user_1660,3115.0,0.0
user_1661,0.0,19207.0
user_1662,425.0,3024.0
user_1663,0.0,15597.0
user_1664,1739.0,24230.0
user_1665,1825.0,0.0
user_1666,0.0,9560.0
user_1667,50.0,7657.0
user_1668,0.0,0.0
user_1669,0.0,0.0
user_1670,0.0,0.0
user_1671,0.0,5718.0
user_1672,0.0,0.0
user_1673,0.0,0.0
user_1674,0.0,0.0
user_1675,0.0,1970.0
user_1676,0.0,39.0
user_1677,0.0,20760.0
user_1678,0.0,0.0
user_1679,0.0,0.0
user_1680,0.0,0.0
user_1681,1000.0,0.0
user_1682,167.0,5540.0
user_1683,0.0,11949.0
user_1684,0.0,0.0
user_1685,1600.0,1288.0
user_1686,3375.0,14642.0
user_1687,0.0,6524.0
user_1688,1409.0,13663.0
user_1689,0.0,0.0
user_1690,0.0,5127.0
user_1691,0.0,1254.0
user_1692,0.0,703.0
user_1693,0.0,7690.0
user_1694,0.0,86778.0
user_1695,0.0,4796.0
user_1696,0.0,1340.0
user_1697,0.0,12023.0
user_1698,0.0,0.0
user_1699,0.0,0.0
user_1700,30.0,0.0
user_1701,0.0,2028.0
user_1702,0.0,15537.0
user_1703,0.0,1838.0
user_1704,120.0,32.0
user_1705,1250.0,0.0
user_1706,0.0,43695.0
user_1707,0.0,0.0
user_1708,0.0,16906.0
user_1709,0.0,0.0
user_1710,500.0,11452.0
user_1711,0.0,0.0
user_1712,0.0,0.0
user_1713,0.0,5453.0
user_1714,11868.0,18399.0
user_1715,0.0,0.0
user_1716,0.0,0.0
user_1717,0.0,0.0
user_1718,0.0,6768.0
user_1719,0.0,42919.0
user_1720,0.0,0.0
user_1721,0.0,2726.0
user_1722,0.0,0.0
user_1723,0.0,4346.0
user_1724,0.0,4148.0
user_1725,300.0,65597.0
user_1726,0.0,0.0
user_1727,0.0,79514.0
user_1728,0.0,19738.0
user_1729,0.0,0.0
user_1730,2175.0,824.0
user_1731,3275.0,21576.0
user_1732,2142.0,49090.0
user_1733,0.0,21767.0
user_1734,0.0,0.0
user_1735,6300.0,29556.0
user_1736,0.0,14004.0
user_1737,5000.0,24967.0
user_1738,0.0,2542.0
user_1739,20711.0,7899.0
user_1740,0.0,0.0
user_1741,2050.0,10963.0
user_1742,0.0,56.0
user_1743,0.0,24335.0
user_1744,0.0,0.0
user_1745,0.0,1333.0
user_1746,0.0,140443.0
user_1747,1561.0,9285.0
user_1748,0.0,0.0
user_1749,0.0,0.0
user_1750,0.0,0.0
user_1751,23889.0,37925.0
user_1752,0.0,3680.0
user_1753,0.0,0.0
user_1754,0.0,884.0
user_1755,0.0,106.0
user_1756,0.0,12167.0
user_1757,0.0,3122.0
user_1758,0.0,6396.0
user_1759,0.0,1447.0
user_1760,0.0,818.0
user_1761,0.0,1190.0
user_1762,13905.0,31763.0
user_1763,0.0,0.0
user_1764,250.0,7254.0
user_1765,850.0,16486.0
user_1766,696.0,22696.0
user_1767,0.0,1898.0
user_1768,0.0,0.0
user_1769,0.0,10506.0
user_1770,0.0,3944.0
user_1771,0.0,1552.0
user_1772,0.0,0.0
user_1773,0.0,3248.0
user_1774,0.0,0.0
user_1775,0.0,0.0
user_1776,0.0,0.0
user_1777,0.0,4496.0
user_1778,0.0,0.0
user_1779,0.0,0.0
user_1780,0.0,0.0
user_1781,0.0,6404.0
user_1782,1650.0,176630.0
user_1783,0.0,0.0
user_1784,0.0,0.0
user_1785,0.0,0.0
user_1786,0.0,1658.0
user_1787,1056.0,30751.0
user_1788,0.0,0.0
user_1789,0.0,4016.0
user_1790,0.0,9439.0
user_1791,300.0,0.0
user_1792,0.0,0.0
user_1793,0.0,0.0
user_1794,176.0,0.0
user_1795,0.0,0.0
user_1796,0.0,0.0
user_1797,0.0,6114.0
user_1798,689.0,663.0
user_1799,0.0,7050.0
user_1800,0.0,1700.0
user_1801,0.0,0.0
user_1802,0.0,21586.0
user_1803,0.0,0.0
user_1804,15572.0,66487.0
user_1805,0.0,4896.0
user_1806,0.0,2084.0
user_1807,0.0,0.0
user_1808,0.0,0.0
user_1809,0.0,13124.0
user_1810,0.0,10836.0
user_1811,0.0,44214.0
user_1812,2428.0,55156.0
user_1813,0.0,3248.0
user_1814,0.0,37334.0
user_1815,0.0,7694.0
user_1816,0.0,0.0
user_1817,2700.0,104.0
user_1818,0.0,2006.0
user_1819,0.0,9641.0
user_1820,478.0,0.0
user_1821,0.0,0.0
user_1822,0.0,7761.0
user_1823,0.0,0.0
user_1824,0.0,0.0
user_1825,0.0,2108.0
user_1826,0.0,10429.0
user_1827,515.0,4136.0
user_1828,0.0,3218.0
user_1829,0.0,18157.0
user_1830,0.0,0.0
user_1831,0.0,41.0
user_1832,0.0,0.0
user_1833,0.0,4219.0
user_1834,0.0,19885.0
user_1835,0.0,3896.0
user_1836,0.0,0.0
user_1837,0.0,36346.0
user_1838,0.0,7536.0
user_1839,0.0,14048.0
user_1840,2173.0,0.0
user_1841,458.0,16378.0
user_1842,720.0,25833.0
user_1843,0.0,713.0
user_1844,4963.0,232354.0
user_1845,0.0,0.0
user_1846,0.0,2396.0
user_1847,0.0,0.0
user_1848,0.0,0.0
user_1849,0.0,2018.0
user_1850,0.0,3878.0
user_1851,145.0,143.0
user_1852,0.0,2486.0
user_1853,0.0,0.0
user_1854,0.0,0.0
user_1855,0.0,42870.0
user_1856,0.0,0.0
user_1857,0.0,3560.0
user_1858,0.0,0.0
user_1859,0.0,2915.0
user_1860,0.0,1202.0
user_1861,0.0,403.0
user_1862,0.0,30073.0
user_1863,0.0,2215.0
user_1864,0.0,747.0
user_1865,8000.0,28078.0
user_1866,0.0,3734.0
user_1867,0.0,0.0
user_1868,0.0,0.0
user_1869,0.0,5720.0
user_1870,0.0,26824.0
user_1871,713.0,0.0
user_1872,0.0,0.0
user_1873,0.0,0.0
user_1874,0.0,920.0
user_1875,0.0,0.0
user_1876,0.0,2487.0
user_1877,0.0,0.0
user_1878,0.0,0.0
user_1879,0.0,0.0
user_1880,0.0,9654.0
user_1881,260.0,17026.0
user_1882,0.0,1344.0
user_1883,0.0,0.0
user_1884,0.0,1637.0
user_1885,50.0,66823.0
user_1886,0.0,0.0
user_1887,0.0,6117.0
user_1888,1800.0,42570.0
user_1889,0.0,17742.0
user_1890,0.0,0.0
user_1891,0.0,30472.0
user_1892,2300.0,8028.0
user_1893,0.0,4.0
user_1894,0.0,15057.0
user_1895,500.0,25025.0
user_1896,0.0,1958.0
user_1897,0.0,12376.0
user_1898,0.0,0.0
user_1899,0.0,0.0
user_1900,42159.0,107784.0
user_1901,0.0,808.0
user_1902,0.0,0.0
user_1903,0.0,0.0
user_1904,0.0,2810.0
user_1905,0.0,0.0
user_1906,0.0,0.0
user_1907,0.0,4748.0
user_1908,0.0,4094.0
user_1909,0.0,0.0
user_1910,0.0,2868.0
user_1911,0.0,3338.0
user_1912,6710.0,43479.0
user_1913,0.0,0.0
user_1914,2549.0,4993.0
user_1915,0.0,16087.0
user_1916,2010.0,191836.0
user_1917,0.0,0.0
user_1918,21335.0,25829.0
user_1919,0.0,2690.0
user_1920,0.0,0.0
user_1921,0.0,0.0
user_1922,0.0,0.0
user_1923,0.0,0.0
user_1924,0.0,15526.0
user_1925,0.0,0.0
user_1926,0.0,26728.0
user_1927,0.0,7000.0
user_1928,1510.0,13666.0
user_1929,0.0,38755.0
user_1930,8151.0,35319.0
user_1931,0.0,32535.0
user_1932,0.0,7206.0
user_1933,0.0,643.0
user_1934,0.0,0.0
user_1935,1678.0,0.0
user_1936,0.0,11617.0
user_1937,0.0,3524.0
user_1938,0.0,6690.0
user_1939,0.0,2552.0
user_1940,0.0,0.0
user_1941,0.0,0.0
user_1942,0.0,0.0
user_1943,0.0,152747.0
user_1944,0.0,0.0
user_1945,0.0,4664.0
user_1946,0.0,97169.0
user_1947,0.0,0.0
user_1948,0.0,0.0
user_1949,2250.0,0.0
user_1950,0.0,4514.0
user_1951,0.0,3204.0
user_1952,10905.0,15158.0
user_1953,0.0,6194.0
user_1954,0.0,0.0
user_1955,5000.0,29663.0
user_1956,0.0,3404.0
user_1957,0.0,0.0
user_1958,0.0,1236.0
user_1959,0.0,3800.0
user_1960,125.0,30900.0
user_1961,0.0,973.0
user_1962,0.0,0.0
user_1963,0.0,0.0
user_1964,0.0,0.0
user_1965,0.0,4100.0
user_1966,0.0,13304.0
user_1967,0.0,0.0
user_1968,0.0,0.0
user_1969,0.0,0.0
user_1970,0.0,15670.0
user_1971,0.0,0.0
user_1972,0.0,3002.0
user_1973,0.0,0.0
user_1974,0.0,0.0
user_1975,486.0,6977.0
user_1976,0.0,26.0
user_1977,0.0,18138.0
user_1978,0.0,1904.0
user_1979,1627.0,7348.0
user_1980,0.0,4068.0
user_1981,0.0,0.0
user_1982,0.0,16.0
user_1983,0.0,12409.0
user_1984,0.0,18195.0
user_1985,0.0,3422.0
user_1986,0.0,2863.0
user_1987,0.0,2204.0
user_1988,0.0,3260.0
user_1989,372.0,18553.0
user_1990,0.0,4634.0
user_1991,0.0,1432.0
user_1992,0.0,0.0
user_1993,0.0,0.0
user_1994,0.0,13278.0
user_1995,0.0,0.0
user_1996,0.0,0.0
user_1997,30670.0,1942.0
user_1998,0.0,0.0
user_1999,0.0,4148.0
user_2000,0.0,36.0
user_2001,0.0,0.0
user_2002,0.0,0.0
user_2003,270.0,35248.0
user_2004,0.0,15362.0
user_2005,225.0,1592.0
user_2006,0.0,6582.0
user_2007,888.0,0.0
user_2008,0.0,9529.0
user_2009,0.0,61412.0
user_2010,38896.0,9413.0
user_2011,0.0,189.0
user_2012,0.0,0.0
user_2013,0.0,3542.0
user_2014,0.0,0.0
user_2015,221340.0,384335.0
user_2016,0.0,60682.0
user_2017,0.0,0.0
user_2018,0.0,0.0
user_2019,0.0,56090.0
user_2020,0.0,2525.0
user_2021,2500.0,1866.0
user_2022,450.0,2600.0
user_2023,0.0,0.0
user_2024,0.0,651.0
user_2025,0.0,0.0
user_2026,0.0,0.0
user_2027,0.0,5.0
user_2028,0.0,0.0
user_2029,0.0,0.0
user_2030,0.0,3038.0
user_2031,0.0,1796.0
user_2032,900.0,42105.0
user_2033,0.0,808.0
user_2034,0.0,3278.0
user_2035,0.0,0.0
user_2036,0.0,0.0
user_2037,0.0,15994.0
user_2038,0.0,0.0
user_2039,0.0,0.0
user_2040,4690.0,7962.0
user_2041,0.0,0.0
user_2042,0.0,873.0
user_2043,500.0,27122.0
user_2044,0.0,0.0
user_2045,0.0,0.0
user_2046,0.0,5721.0
user_2047,0.0,43646.0
user_2048,0.0,0.0
user_2049,0.0,10237.0
user_2050,0.0,0.0
user_2051,0.0,0.0
user_2052,0.0,5323.0
user_2053,366.0,8718.0
user_2054,0.0,298.0
user_2055,0.0,0.0
user_2056,0.0,0.0
user_2057,0.0,25252.0
user_2058,0.0,0.0
user_2059,0.0,0.0
user_2060,0.0,0.0
user_2061,0.0,0.0
user_2062,0.0,15159.0
user_2063,9580.0,33792.0
user_2064,6078.0,151973.0
user_2065,0.0,1364.0
user_2066,0.0,5791.0
user_2067,707.0,9955.0
user_2068,0.0,8622.0
user_2069,0.0,1306.0
user_2070,0.0,1734.0
user_2071,500.0,5243.0
user_2072,0.0,0.0
user_2073,0.0,0.0
user_2074,0.0,34.0
user_2075,0.0,3050.0
user_2076,0.0,3596.0
user_2077,0.0,8603.0
user_2078,0.0,0.0
user_2079,15792.0,11926.0
user_2080,0.0,168552.0
user_2081,0.0,2264.0
user_2082,920.0,44072.0
user_2083,0.0,81924.0
user_2084,0.0,4779.0
user_2085,0.0,8190.0
user_2086,500.0,0.0
user_2087,0.0,20952.0
user_2088,0.0,483.0
user_2089,0.0,0.0
user_2090,0.0,0.0
user_2091,0.0,6018.0
user_2092,0.0,1958.0
user_2093,0.0,4220.0
user_2094,0.0,5112.0
user_2095,0.0,246363.0
user_2096,0.0,2330.0
user_2097,0.0,2256.0
user_2098,0.0,7500.0
user_2099,0.0,8064.0
user_2100,0.0,0.0
user_2101,819.0,7980.0
user_2102,0.0,6315.0
user_2103,0.0,344.0
user_2104,0.0,7248.0
user_2105,0.0,11155.0
user_2106,1000.0,2438.0
user_2107,0.0,0.0
user_2108,0.0,21259.0
user_2109,4041.0,39300.0
user_2110,0.0,4600.0
user_2111,0.0,0.0
